Assembly,original,corrected,RefSeq.Accession.version,GenBank.Accession.version,NCBI.name
Fundulus_heteroclitus-3.0.2,Scaffold4465,Scaffold4465,NW_012228866.1,KN809870.1,GPS_009140188.1
Fundulus_heteroclitus-3.0.2,Scaffold4466,Scaffold4466,NW_012228867.1,KN809871.1,GPS_009140189.1
Fundulus_heteroclitus-3.0.2,Scaffold4467,Scaffold4467,NW_012228868.1,KN809872.1,GPS_009140190.1
Fundulus_heteroclitus-3.0.2,Scaffold4468,Scaffold4468,NW_012228869.1,JXMV01060337.1,GPS_009140191.1
Fundulus_heteroclitus-3.0.2,Scaffold4469,Scaffold4469,NW_012228870.1,KN809873.1,GPS_009140192.1
Fundulus_heteroclitus-3.0.2,Scaffold4470,Scaffold4470,NW_012228871.1,KN809874.1,GPS_009140193.1
Fundulus_heteroclitus-3.0.2,Scaffold4471,Scaffold4471,NW_012228872.1,KN809875.1,GPS_009140194.1
Fundulus_heteroclitus-3.0.2,Scaffold4472,Scaffold4472,NW_012228873.1,JXMV01060345.1,GPS_009140195.1
Fundulus_heteroclitus-3.0.2,Scaffold4473,Scaffold4473,NW_012228874.1,KN809876.1,GPS_009140196.1
Fundulus_heteroclitus-3.0.2,Scaffold4474,Scaffold4474,NW_012228875.1,KN809877.1,GPS_009140197.1
Fundulus_heteroclitus-3.0.2,Scaffold4475,Scaffold4475,NW_012228876.1,KN809878.1,GPS_009140198.1
Fundulus_heteroclitus-3.0.2,Scaffold4476,Scaffold4476,NW_012228877.1,JXMV01060352.1,GPS_009140199.1
Fundulus_heteroclitus-3.0.2,Scaffold4477,Scaffold4477,NW_012228878.1,JXMV01060353.1,GPS_009140200.1
Fundulus_heteroclitus-3.0.2,Scaffold4478,Scaffold4478,NW_012228879.1,KN809879.1,GPS_009140201.1
Fundulus_heteroclitus-3.0.2,Scaffold4479,Scaffold4479,NW_012228880.1,KN809880.1,GPS_009140202.1
Fundulus_heteroclitus-3.0.2,Scaffold4480,Scaffold4480,NW_012228881.1,KN809881.1,GPS_009140203.1
Fundulus_heteroclitus-3.0.2,Scaffold4481,Scaffold4481,NW_012228882.1,KN809882.1,GPS_009140204.1
Fundulus_heteroclitus-3.0.2,Scaffold4482,Scaffold4482,NW_012228883.1,KN809883.1,GPS_009140205.1
Fundulus_heteroclitus-3.0.2,Scaffold4483,Scaffold4483,NW_012228884.1,KN809884.1,GPS_009140206.1
Fundulus_heteroclitus-3.0.2,Scaffold4484,Scaffold4484,NW_012228885.1,KN809885.1,GPS_009140207.1
Fundulus_heteroclitus-3.0.2,Scaffold4485,Scaffold4485,NW_012228886.1,KN809886.1,GPS_009140208.1
Fundulus_heteroclitus-3.0.2,Scaffold4486,Scaffold4486,NW_012228887.1,JXMV01060373.1,GPS_009140209.1
Fundulus_heteroclitus-3.0.2,Scaffold4487,Scaffold4487,NW_012228888.1,KN809887.1,GPS_009140210.1
Fundulus_heteroclitus-3.0.2,Scaffold4488,Scaffold4488,NW_012228889.1,KN809888.1,GPS_009140211.1
Fundulus_heteroclitus-3.0.2,Scaffold4489,Scaffold4489,NW_012228890.1,KN809889.1,GPS_009140212.1
Fundulus_heteroclitus-3.0.2,Scaffold4490,Scaffold4490,NW_012228891.1,KN809890.1,GPS_009140213.1
Fundulus_heteroclitus-3.0.2,Scaffold4491,Scaffold4491,NW_012228892.1,KN809891.1,GPS_009140214.1
Fundulus_heteroclitus-3.0.2,Scaffold4492,Scaffold4492,NW_012228893.1,KN809892.1,GPS_009140215.1
Fundulus_heteroclitus-3.0.2,Scaffold4493,Scaffold4493,NW_012228894.1,KN809893.1,GPS_009140216.1
Fundulus_heteroclitus-3.0.2,Scaffold4494,Scaffold4494,NW_012228895.1,KN809894.1,GPS_009140217.1
Fundulus_heteroclitus-3.0.2,Scaffold4495,Scaffold4495,NW_012228896.1,KN809895.1,GPS_009140218.1
Fundulus_heteroclitus-3.0.2,Scaffold4496,Scaffold4496,NW_012228897.1,KN809896.1,GPS_009140219.1
Fundulus_heteroclitus-3.0.2,Scaffold4497,Scaffold4497,NW_012228898.1,KN809897.1,GPS_009140220.1
Fundulus_heteroclitus-3.0.2,Scaffold4498,Scaffold4498,NW_012228899.1,KN809898.1,GPS_009140221.1
Fundulus_heteroclitus-3.0.2,Scaffold4499,Scaffold4499,NW_012228900.1,KN809899.1,GPS_009140222.1
Fundulus_heteroclitus-3.0.2,Scaffold4500,Scaffold4500,NW_012228901.1,KN809900.1,GPS_009140223.1
Fundulus_heteroclitus-3.0.2,Scaffold4501,Scaffold4501,NW_012228902.1,KN809901.1,GPS_009140224.1
Fundulus_heteroclitus-3.0.2,Scaffold4502,Scaffold4502,NW_012228903.1,KN809902.1,GPS_009140225.1
Fundulus_heteroclitus-3.0.2,Scaffold4503,Scaffold4503,NW_012228904.1,KN809903.1,GPS_009140226.1
Fundulus_heteroclitus-3.0.2,Scaffold4504,Scaffold4504,NW_012228905.1,KN809904.1,GPS_009140227.1
Fundulus_heteroclitus-3.0.2,Scaffold4505,Scaffold4505,NW_012228906.1,KN809905.1,GPS_009140228.1
Fundulus_heteroclitus-3.0.2,Scaffold4506,Scaffold4506,NW_012228907.1,KN809906.1,GPS_009140229.1
Fundulus_heteroclitus-3.0.2,Scaffold4507,Scaffold4507,NW_012228908.1,KN809907.1,GPS_009140230.1
Fundulus_heteroclitus-3.0.2,Scaffold4508,Scaffold4508,NW_012228909.1,KN809908.1,GPS_009140231.1
Fundulus_heteroclitus-3.0.2,Scaffold4509,Scaffold4509,NW_012228910.1,KN809909.1,GPS_009140232.1
Fundulus_heteroclitus-3.0.2,Scaffold4510,Scaffold4510,NW_012228911.1,KN809910.1,GPS_009140233.1
Fundulus_heteroclitus-3.0.2,Scaffold4511,Scaffold4511,NW_012228912.1,KN809911.1,GPS_009140234.1
Fundulus_heteroclitus-3.0.2,Scaffold4512,Scaffold4512,NW_012228913.1,KN809912.1,GPS_009140235.1
Fundulus_heteroclitus-3.0.2,Scaffold4513,Scaffold4513,NW_012228914.1,KN809913.1,GPS_009140236.1
Fundulus_heteroclitus-3.0.2,Scaffold4514,Scaffold4514,NW_012228915.1,JXMV01060443.1,GPS_009140237.1
Fundulus_heteroclitus-3.0.2,Scaffold4515,Scaffold4515,NW_012228916.1,KN809914.1,GPS_009140238.1
Fundulus_heteroclitus-3.0.2,Scaffold4516,Scaffold4516,NW_012228917.1,KN809915.1,GPS_009140239.1
Fundulus_heteroclitus-3.0.2,Scaffold4517,Scaffold4517,NW_012228918.1,KN809916.1,GPS_009140240.1
Fundulus_heteroclitus-3.0.2,Scaffold4518,Scaffold4518,NW_012228919.1,KN809917.1,GPS_009140241.1
Fundulus_heteroclitus-3.0.2,Scaffold4519,Scaffold4519,NW_012228920.1,KN809918.1,GPS_009140242.1
Fundulus_heteroclitus-3.0.2,Scaffold4520,Scaffold4520,NW_012228921.1,KN809919.1,GPS_009140243.1
Fundulus_heteroclitus-3.0.2,Scaffold4521,Scaffold4521,NW_012228922.1,KN809920.1,GPS_009140244.1
Fundulus_heteroclitus-3.0.2,Scaffold4522,Scaffold4522,NW_012228923.1,KN809921.1,GPS_009140245.1
Fundulus_heteroclitus-3.0.2,Scaffold4523,Scaffold4523,NW_012228924.1,KN809922.1,GPS_009140246.1
Fundulus_heteroclitus-3.0.2,Scaffold4524,Scaffold4524,NW_012228925.1,KN809923.1,GPS_009140247.1
Fundulus_heteroclitus-3.0.2,Scaffold4525,Scaffold4525,NW_012228926.1,KN809924.1,GPS_009140248.1
Fundulus_heteroclitus-3.0.2,Scaffold4526,Scaffold4526,NW_012228927.1,KN809925.1,GPS_009140249.1
Fundulus_heteroclitus-3.0.2,Scaffold4527,Scaffold4527,NW_012228928.1,KN809926.1,GPS_009140250.1
Fundulus_heteroclitus-3.0.2,Scaffold4528,Scaffold4528,NW_012228929.1,KN809927.1,GPS_009140251.1
Fundulus_heteroclitus-3.0.2,Scaffold4529,Scaffold4529,NW_012228930.1,KN809928.1,GPS_009140252.1
Fundulus_heteroclitus-3.0.2,Scaffold4530,Scaffold4530,NW_012228931.1,KN809929.1,GPS_009140253.1
Fundulus_heteroclitus-3.0.2,Scaffold4531,Scaffold4531,NW_012228932.1,KN809930.1,GPS_009140254.1
Fundulus_heteroclitus-3.0.2,Scaffold4532,Scaffold4532,NW_012228933.1,KN809931.1,GPS_009140255.1
Fundulus_heteroclitus-3.0.2,Scaffold4533,Scaffold4533,NW_012228934.1,KN809932.1,GPS_009140256.1
Fundulus_heteroclitus-3.0.2,Scaffold4534,Scaffold4534,NW_012228935.1,KN809933.1,GPS_009140257.1
Fundulus_heteroclitus-3.0.2,Scaffold4535,Scaffold4535,NW_012228936.1,KN809934.1,GPS_009140258.1
Fundulus_heteroclitus-3.0.2,Scaffold4536,Scaffold4536,NW_012228937.1,KN809935.1,GPS_009140259.1
Fundulus_heteroclitus-3.0.2,Scaffold4537,Scaffold4537,NW_012228938.1,KN809936.1,GPS_009140260.1
Fundulus_heteroclitus-3.0.2,Scaffold4538,Scaffold4538,NW_012228939.1,KN809937.1,GPS_009140261.1
Fundulus_heteroclitus-3.0.2,Scaffold4539,Scaffold4539,NW_012228940.1,KN809938.1,GPS_009140262.1
Fundulus_heteroclitus-3.0.2,Scaffold4540,Scaffold4540,NW_012228941.1,KN809939.1,GPS_009140263.1
Fundulus_heteroclitus-3.0.2,Scaffold4541,Scaffold4541,NW_012228942.1,KN809940.1,GPS_009140264.1
Fundulus_heteroclitus-3.0.2,Scaffold4542,Scaffold4542,NW_012228943.1,KN809941.1,GPS_009140265.1
Fundulus_heteroclitus-3.0.2,Scaffold4543,Scaffold4543,NW_012228944.1,KN809942.1,GPS_009140266.1
Fundulus_heteroclitus-3.0.2,Scaffold4544,Scaffold4544,NW_012228945.1,KN809943.1,GPS_009140267.1
Fundulus_heteroclitus-3.0.2,Scaffold4545,Scaffold4545,NW_012228946.1,KN809944.1,GPS_009140268.1
Fundulus_heteroclitus-3.0.2,Scaffold4546,Scaffold4546,NW_012228947.1,KN809945.1,GPS_009140269.1
Fundulus_heteroclitus-3.0.2,Scaffold4547,Scaffold4547,NW_012228948.1,KN809946.1,GPS_009140270.1
Fundulus_heteroclitus-3.0.2,Scaffold4548,Scaffold4548,NW_012228949.1,KN809947.1,GPS_009140271.1
Fundulus_heteroclitus-3.0.2,Scaffold4549,Scaffold4549,NW_012228950.1,KN809948.1,GPS_009140272.1
Fundulus_heteroclitus-3.0.2,Scaffold4550,Scaffold4550,NW_012228951.1,KN809949.1,GPS_009140273.1
Fundulus_heteroclitus-3.0.2,Scaffold4551,Scaffold4551,NW_012228952.1,KN809950.1,GPS_009140274.1
Fundulus_heteroclitus-3.0.2,Scaffold4552,Scaffold4552,NW_012228953.1,JXMV01060542.1,GPS_009140275.1
Fundulus_heteroclitus-3.0.2,Scaffold4553,Scaffold4553,NW_012228954.1,KN809951.1,GPS_009140276.1
Fundulus_heteroclitus-3.0.2,Scaffold4554,Scaffold4554,NW_012228955.1,KN809952.1,GPS_009140277.1
Fundulus_heteroclitus-3.0.2,Scaffold4555,Scaffold4555,NW_012228956.1,KN809953.1,GPS_009140278.1
Fundulus_heteroclitus-3.0.2,Scaffold4556,Scaffold4556,NW_012228957.1,KN809954.1,GPS_009140279.1
Fundulus_heteroclitus-3.0.2,Scaffold4557,Scaffold4557,NW_012228958.1,JXMV01060553.1,GPS_009140280.1
Fundulus_heteroclitus-3.0.2,Scaffold4558,Scaffold4558,NW_012228959.1,KN809955.1,GPS_009140281.1
Fundulus_heteroclitus-3.0.2,Scaffold4559,Scaffold4559,NW_012228960.1,KN809956.1,GPS_009140282.1
Fundulus_heteroclitus-3.0.2,Scaffold4560,Scaffold4560,NW_012228961.1,JXMV01060560.1,GPS_009140283.1
Fundulus_heteroclitus-3.0.2,Scaffold4561,Scaffold4561,NW_012228962.1,KN809957.1,GPS_009140284.1
Fundulus_heteroclitus-3.0.2,Scaffold4562,Scaffold4562,NW_012228963.1,KN809958.1,GPS_009140285.1
Fundulus_heteroclitus-3.0.2,Scaffold4563,Scaffold4563,NW_012228964.1,KN809959.1,GPS_009140286.1
Fundulus_heteroclitus-3.0.2,Scaffold4564,Scaffold4564,NW_012228965.1,KN809960.1,GPS_009140287.1
Fundulus_heteroclitus-3.0.2,Scaffold4565,Scaffold4565,NW_012228966.1,KN809961.1,GPS_009140288.1
Fundulus_heteroclitus-3.0.2,Scaffold4566,Scaffold4566,NW_012228967.1,KN809962.1,GPS_009140289.1
Fundulus_heteroclitus-3.0.2,Scaffold4567,Scaffold4567,NW_012228968.1,KN809963.1,GPS_009140290.1
Fundulus_heteroclitus-3.0.2,Scaffold4568,Scaffold4568,NW_012228969.1,KN809964.1,GPS_009140291.1
Fundulus_heteroclitus-3.0.2,Scaffold4569,Scaffold4569,NW_012228970.1,KN809965.1,GPS_009140292.1
Fundulus_heteroclitus-3.0.2,Scaffold4570,Scaffold4570,NW_012228971.1,KN809966.1,GPS_009140293.1
Fundulus_heteroclitus-3.0.2,Scaffold4571,Scaffold4571,NW_012228972.1,KN809967.1,GPS_009140294.1
Fundulus_heteroclitus-3.0.2,Scaffold4572,Scaffold4572,NW_012228973.1,KN809968.1,GPS_009140295.1
Fundulus_heteroclitus-3.0.2,Scaffold4573,Scaffold4573,NW_012228974.1,KN809969.1,GPS_009140296.1
Fundulus_heteroclitus-3.0.2,Scaffold4574,Scaffold4574,NW_012228975.1,KN809970.1,GPS_009140297.1
Fundulus_heteroclitus-3.0.2,Scaffold4575,Scaffold4575,NW_012228976.1,KN809971.1,GPS_009140298.1
Fundulus_heteroclitus-3.0.2,Scaffold4576,Scaffold4576,NW_012228977.1,KN809972.1,GPS_009140299.1
Fundulus_heteroclitus-3.0.2,Scaffold4577,Scaffold4577,NW_012228978.1,KN809973.1,GPS_009140300.1
Fundulus_heteroclitus-3.0.2,Scaffold4578,Scaffold4578,NW_012228979.1,KN809974.1,GPS_009140301.1
Fundulus_heteroclitus-3.0.2,Scaffold4579,Scaffold4579,NW_012228980.1,KN809975.1,GPS_009140302.1
Fundulus_heteroclitus-3.0.2,Scaffold4580,Scaffold4580,NW_012228981.1,KN809976.1,GPS_009140303.1
Fundulus_heteroclitus-3.0.2,Scaffold4581,Scaffold4581,NW_012228982.1,KN809977.1,GPS_009140304.1
Fundulus_heteroclitus-3.0.2,Scaffold4582,Scaffold4582,NW_012228983.1,KN809978.1,GPS_009140305.1
Fundulus_heteroclitus-3.0.2,Scaffold4583,Scaffold4583,NW_012228984.1,KN809979.1,GPS_009140306.1
Fundulus_heteroclitus-3.0.2,Scaffold4584,Scaffold4584,NW_012228985.1,KN809980.1,GPS_009140307.1
Fundulus_heteroclitus-3.0.2,Scaffold4585,Scaffold4585,NW_012228986.1,KN809981.1,GPS_009140308.1
Fundulus_heteroclitus-3.0.2,Scaffold4586,Scaffold4586,NW_012228987.1,KN809982.1,GPS_009140309.1
Fundulus_heteroclitus-3.0.2,Scaffold4587,Scaffold4587,NW_012228988.1,KN809983.1,GPS_009140310.1
Fundulus_heteroclitus-3.0.2,Scaffold4588,Scaffold4588,NW_012228989.1,KN809984.1,GPS_009140311.1
Fundulus_heteroclitus-3.0.2,Scaffold4589,Scaffold4589,NW_012228990.1,KN809985.1,GPS_009140312.1
Fundulus_heteroclitus-3.0.2,Scaffold4590,Scaffold4590,NW_012228991.1,KN809986.1,GPS_009140313.1
Fundulus_heteroclitus-3.0.2,Scaffold4591,Scaffold4591,NW_012228992.1,KN809987.1,GPS_009140314.1
Fundulus_heteroclitus-3.0.2,Scaffold4592,Scaffold4592,NW_012228993.1,JXMV01060644.1,GPS_009140315.1
Fundulus_heteroclitus-3.0.2,Scaffold4593,Scaffold4593,NW_012228994.1,KN809988.1,GPS_009140316.1
Fundulus_heteroclitus-3.0.2,Scaffold4594,Scaffold4594,NW_012228995.1,KN809989.1,GPS_009140317.1
Fundulus_heteroclitus-3.0.2,Scaffold4595,Scaffold4595,NW_012228996.1,KN809990.1,GPS_009140318.1
Fundulus_heteroclitus-3.0.2,Scaffold4596,Scaffold4596,NW_012228997.1,KN809991.1,GPS_009140319.1
Fundulus_heteroclitus-3.0.2,Scaffold4597,Scaffold4597,NW_012228998.1,KN809992.1,GPS_009140320.1
Fundulus_heteroclitus-3.0.2,Scaffold4598,Scaffold4598,NW_012228999.1,KN809993.1,GPS_009140321.1
Fundulus_heteroclitus-3.0.2,Scaffold4599,Scaffold4599,NW_012229000.1,KN809994.1,GPS_009140322.1
Fundulus_heteroclitus-3.0.2,Scaffold4600,Scaffold4600,NW_012229001.1,KN809995.1,GPS_009140323.1
Fundulus_heteroclitus-3.0.2,Scaffold4601,Scaffold4601,NW_012229002.1,KN809996.1,GPS_009140324.1
Fundulus_heteroclitus-3.0.2,Scaffold4602,Scaffold4602,NW_012229003.1,KN809997.1,GPS_009140325.1
Fundulus_heteroclitus-3.0.2,Scaffold4603,Scaffold4603,NW_012229004.1,KN809998.1,GPS_009140326.1
Fundulus_heteroclitus-3.0.2,Scaffold4604,Scaffold4604,NW_012229005.1,KN809999.1,GPS_009140327.1
Fundulus_heteroclitus-3.0.2,Scaffold4605,Scaffold4605,NW_012229006.1,KN810000.1,GPS_009140328.1
Fundulus_heteroclitus-3.0.2,Scaffold4606,Scaffold4606,NW_012229007.1,KN810001.1,GPS_009140329.1
Fundulus_heteroclitus-3.0.2,Scaffold4607,Scaffold4607,NW_012229008.1,KN810002.1,GPS_009140330.1
Fundulus_heteroclitus-3.0.2,Scaffold4608,Scaffold4608,NW_012229009.1,KN810003.1,GPS_009140331.1
Fundulus_heteroclitus-3.0.2,Scaffold4609,Scaffold4609,NW_012229010.1,JXMV01060684.1,GPS_009140332.1
Fundulus_heteroclitus-3.0.2,Scaffold4610,Scaffold4610,NW_012229011.1,KN810004.1,GPS_009140333.1
Fundulus_heteroclitus-3.0.2,Scaffold4611,Scaffold4611,NW_012229012.1,JXMV01060688.1,GPS_009140334.1
Fundulus_heteroclitus-3.0.2,Scaffold4612,Scaffold4612,NW_012229013.1,KN810005.1,GPS_009140335.1
Fundulus_heteroclitus-3.0.2,Scaffold4613,Scaffold4613,NW_012229014.1,KN810006.1,GPS_009140336.1
Fundulus_heteroclitus-3.0.2,Scaffold4614,Scaffold4614,NW_012229015.1,KN810007.1,GPS_009140337.1
Fundulus_heteroclitus-3.0.2,Scaffold4615,Scaffold4615,NW_012229016.1,KN810008.1,GPS_009140338.1
Fundulus_heteroclitus-3.0.2,Scaffold4616,Scaffold4616,NW_012229017.1,KN810009.1,GPS_009140339.1
Fundulus_heteroclitus-3.0.2,Scaffold4617,Scaffold4617,NW_012229018.1,KN810010.1,GPS_009140340.1
Fundulus_heteroclitus-3.0.2,Scaffold4618,Scaffold4618,NW_012229019.1,KN810011.1,GPS_009140341.1
Fundulus_heteroclitus-3.0.2,Scaffold4619,Scaffold4619,NW_012229020.1,KN810012.1,GPS_009140342.1
Fundulus_heteroclitus-3.0.2,Scaffold4620,Scaffold4620,NW_012229021.1,KN810013.1,GPS_009140343.1
Fundulus_heteroclitus-3.0.2,Scaffold4621,Scaffold4621,NW_012229022.1,KN810014.1,GPS_009140344.1
Fundulus_heteroclitus-3.0.2,Scaffold4622,Scaffold4622,NW_012229023.1,KN810015.1,GPS_009140345.1
Fundulus_heteroclitus-3.0.2,Scaffold4623,Scaffold4623,NW_012229024.1,KN810016.1,GPS_009140346.1
Fundulus_heteroclitus-3.0.2,Scaffold4624,Scaffold4624,NW_012229025.1,KN810017.1,GPS_009140347.1
Fundulus_heteroclitus-3.0.2,Scaffold4625,Scaffold4625,NW_012229026.1,KN810018.1,GPS_009140348.1
Fundulus_heteroclitus-3.0.2,Scaffold4626,Scaffold4626,NW_012229027.1,KN810019.1,GPS_009140349.1
Fundulus_heteroclitus-3.0.2,Scaffold4627,Scaffold4627,NW_012229028.1,KN810020.1,GPS_009140350.1
Fundulus_heteroclitus-3.0.2,Scaffold4628,Scaffold4628,NW_012229029.1,KN810021.1,GPS_009140351.1
Fundulus_heteroclitus-3.0.2,Scaffold4629,Scaffold4629,NW_012229030.1,KN810022.1,GPS_009140352.1
Fundulus_heteroclitus-3.0.2,Scaffold4630,Scaffold4630,NW_012229031.1,KN810023.1,GPS_009140353.1
Fundulus_heteroclitus-3.0.2,Scaffold4631,Scaffold4631,NW_012229032.1,KN810024.1,GPS_009140354.1
Fundulus_heteroclitus-3.0.2,Scaffold4632,Scaffold4632,NW_012229033.1,KN810025.1,GPS_009140355.1
Fundulus_heteroclitus-3.0.2,Scaffold4633,Scaffold4633,NW_012229034.1,KN810026.1,GPS_009140356.1
Fundulus_heteroclitus-3.0.2,Scaffold4634,Scaffold4634,NW_012229035.1,KN810027.1,GPS_009140357.1
Fundulus_heteroclitus-3.0.2,Scaffold4635,Scaffold4635,NW_012229036.1,KN810028.1,GPS_009140358.1
Fundulus_heteroclitus-3.0.2,Scaffold4636,Scaffold4636,NW_012229037.1,KN810029.1,GPS_009140359.1
Fundulus_heteroclitus-3.0.2,Scaffold4637,Scaffold4637,NW_012229038.1,KN810030.1,GPS_009140360.1
Fundulus_heteroclitus-3.0.2,Scaffold4638,Scaffold4638,NW_012229039.1,JXMV01060759.1,GPS_009140361.1
Fundulus_heteroclitus-3.0.2,Scaffold4639,Scaffold4639,NW_012229040.1,KN810031.1,GPS_009140362.1
Fundulus_heteroclitus-3.0.2,Scaffold4640,Scaffold4640,NW_012229041.1,KN810032.1,GPS_009140363.1
Fundulus_heteroclitus-3.0.2,Scaffold4641,Scaffold4641,NW_012229042.1,KN810033.1,GPS_009140364.1
Fundulus_heteroclitus-3.0.2,Scaffold4642,Scaffold4642,NW_012229043.1,KN810034.1,GPS_009140365.1
Fundulus_heteroclitus-3.0.2,Scaffold4643,Scaffold4643,NW_012229044.1,KN810035.1,GPS_009140366.1
Fundulus_heteroclitus-3.0.2,Scaffold4644,Scaffold4644,NW_012229045.1,KN810036.1,GPS_009140367.1
Fundulus_heteroclitus-3.0.2,Scaffold4645,Scaffold4645,NW_012229046.1,KN810037.1,GPS_009140368.1
Fundulus_heteroclitus-3.0.2,Scaffold4646,Scaffold4646,NW_012229047.1,KN810038.1,GPS_009140369.1
Fundulus_heteroclitus-3.0.2,Scaffold4647,Scaffold4647,NW_012229048.1,KN810039.1,GPS_009140370.1
Fundulus_heteroclitus-3.0.2,Scaffold4648,Scaffold4648,NW_012229049.1,KN810040.1,GPS_009140371.1
Fundulus_heteroclitus-3.0.2,Scaffold4649,Scaffold4649,NW_012229050.1,KN810041.1,GPS_009140372.1
Fundulus_heteroclitus-3.0.2,Scaffold4650,Scaffold4650,NW_012229051.1,KN810042.1,GPS_009140373.1
Fundulus_heteroclitus-3.0.2,Scaffold4651,Scaffold4651,NW_012229052.1,KN810043.1,GPS_009140374.1
Fundulus_heteroclitus-3.0.2,Scaffold4652,Scaffold4652,NW_012229053.1,KN810044.1,GPS_009140375.1
Fundulus_heteroclitus-3.0.2,Scaffold4653,Scaffold4653,NW_012229054.1,KN810045.1,GPS_009140376.1
Fundulus_heteroclitus-3.0.2,Scaffold4654,Scaffold4654,NW_012229055.1,KN810046.1,GPS_009140377.1
Fundulus_heteroclitus-3.0.2,Scaffold4655,Scaffold4655,NW_012229056.1,KN810047.1,GPS_009140378.1
Fundulus_heteroclitus-3.0.2,Scaffold4656,Scaffold4656,NW_012229057.1,KN810048.1,GPS_009140379.1
Fundulus_heteroclitus-3.0.2,Scaffold4657,Scaffold4657,NW_012229058.1,KN810049.1,GPS_009140380.1
Fundulus_heteroclitus-3.0.2,Scaffold4658,Scaffold4658,NW_012229059.1,KN810050.1,GPS_009140381.1
Fundulus_heteroclitus-3.0.2,Scaffold4659,Scaffold4659,NW_012229060.1,KN810051.1,GPS_009140382.1
Fundulus_heteroclitus-3.0.2,Scaffold4660,Scaffold4660,NW_012229061.1,KN810052.1,GPS_009140383.1
Fundulus_heteroclitus-3.0.2,Scaffold4661,Scaffold4661,NW_012229062.1,KN810053.1,GPS_009140384.1
Fundulus_heteroclitus-3.0.2,Scaffold4662,Scaffold4662,NW_012229063.1,KN810054.1,GPS_009140385.1
Fundulus_heteroclitus-3.0.2,Scaffold4663,Scaffold4663,NW_012229064.1,KN810055.1,GPS_009140386.1
Fundulus_heteroclitus-3.0.2,Scaffold4664,Scaffold4664,NW_012229065.1,KN810056.1,GPS_009140387.1
Fundulus_heteroclitus-3.0.2,Scaffold4665,Scaffold4665,NW_012229066.1,KN810057.1,GPS_009140388.1
Fundulus_heteroclitus-3.0.2,Scaffold4666,Scaffold4666,NW_012229067.1,KN810058.1,GPS_009140389.1
Fundulus_heteroclitus-3.0.2,Scaffold4667,Scaffold4667,NW_012229068.1,KN810059.1,GPS_009140390.1
Fundulus_heteroclitus-3.0.2,Scaffold4668,Scaffold4668,NW_012229069.1,KN810060.1,GPS_009140391.1
Fundulus_heteroclitus-3.0.2,Scaffold4669,Scaffold4669,NW_012229070.1,KN810061.1,GPS_009140392.1
Fundulus_heteroclitus-3.0.2,Scaffold4670,Scaffold4670,NW_012229071.1,KN810062.1,GPS_009140393.1
Fundulus_heteroclitus-3.0.2,Scaffold4671,Scaffold4671,NW_012229072.1,KN810063.1,GPS_009140394.1
Fundulus_heteroclitus-3.0.2,Scaffold4672,Scaffold4672,NW_012229073.1,KN810064.1,GPS_009140395.1
Fundulus_heteroclitus-3.0.2,Scaffold4673,Scaffold4673,NW_012229074.1,KN810065.1,GPS_009140396.1
Fundulus_heteroclitus-3.0.2,Scaffold4674,Scaffold4674,NW_012229075.1,KN810066.1,GPS_009140397.1
Fundulus_heteroclitus-3.0.2,Scaffold4675,Scaffold4675,NW_012229076.1,KN810067.1,GPS_009140398.1
Fundulus_heteroclitus-3.0.2,Scaffold4676,Scaffold4676,NW_012229077.1,KN810068.1,GPS_009140399.1
Fundulus_heteroclitus-3.0.2,Scaffold4677,Scaffold4677,NW_012229078.1,KN810069.1,GPS_009140400.1
Fundulus_heteroclitus-3.0.2,Scaffold4678,Scaffold4678,NW_012229079.1,KN810070.1,GPS_009140401.1
Fundulus_heteroclitus-3.0.2,Scaffold4679,Scaffold4679,NW_012229080.1,KN810071.1,GPS_009140402.1
Fundulus_heteroclitus-3.0.2,Scaffold4680,Scaffold4680,NW_012229081.1,KN810072.1,GPS_009140403.1
Fundulus_heteroclitus-3.0.2,Scaffold4681,Scaffold4681,NW_012229082.1,KN810073.1,GPS_009140404.1
Fundulus_heteroclitus-3.0.2,Scaffold4682,Scaffold4682,NW_012229083.1,KN810074.1,GPS_009140405.1
Fundulus_heteroclitus-3.0.2,Scaffold4683,Scaffold4683,NW_012229084.1,KN810075.1,GPS_009140406.1
Fundulus_heteroclitus-3.0.2,Scaffold4684,Scaffold4684,NW_012229085.1,KN810076.1,GPS_009140407.1
Fundulus_heteroclitus-3.0.2,Scaffold4685,Scaffold4685,NW_012229086.1,KN810077.1,GPS_009140408.1
Fundulus_heteroclitus-3.0.2,Scaffold4686,Scaffold4686,NW_012229087.1,KN810078.1,GPS_009140409.1
Fundulus_heteroclitus-3.0.2,Scaffold4687,Scaffold4687,NW_012229088.1,KN810079.1,GPS_009140410.1
Fundulus_heteroclitus-3.0.2,Scaffold4688,Scaffold4688,NW_012229089.1,KN810080.1,GPS_009140411.1
Fundulus_heteroclitus-3.0.2,Scaffold4689,Scaffold4689,NW_012229090.1,KN810081.1,GPS_009140412.1
Fundulus_heteroclitus-3.0.2,Scaffold4690,Scaffold4690,NW_012229091.1,JXMV01060887.1,GPS_009140413.1
Fundulus_heteroclitus-3.0.2,Scaffold4691,Scaffold4691,NW_012229092.1,KN810082.1,GPS_009140414.1
Fundulus_heteroclitus-3.0.2,Scaffold4692,Scaffold4692,NW_012229093.1,KN810083.1,GPS_009140415.1
