Assembly,original,corrected,RefSeq.Accession.version,GenBank.Accession.version,NCBI.name
Fundulus_heteroclitus-3.0.2,Scaffold4238,Scaffold4238,NW_012228639.1,KN809663.1,GPS_009139961.1
Fundulus_heteroclitus-3.0.2,Scaffold4239,Scaffold4239,NW_012228640.1,KN809664.1,GPS_009139962.1
Fundulus_heteroclitus-3.0.2,Scaffold4240,Scaffold4240,NW_012228641.1,KN809665.1,GPS_009139963.1
Fundulus_heteroclitus-3.0.2,Scaffold4241,Scaffold4241,NW_012228642.1,KN809666.1,GPS_009139964.1
Fundulus_heteroclitus-3.0.2,Scaffold4242,Scaffold4242,NW_012228643.1,KN809667.1,GPS_009139965.1
Fundulus_heteroclitus-3.0.2,Scaffold4243,Scaffold4243,NW_012228644.1,KN809668.1,GPS_009139966.1
Fundulus_heteroclitus-3.0.2,Scaffold4244,Scaffold4244,NW_012228645.1,KN809669.1,GPS_009139967.1
Fundulus_heteroclitus-3.0.2,Scaffold4245,Scaffold4245,NW_012228646.1,KN809670.1,GPS_009139968.1
Fundulus_heteroclitus-3.0.2,Scaffold4246,Scaffold4246,NW_012228647.1,KN809671.1,GPS_009139969.1
Fundulus_heteroclitus-3.0.2,Scaffold4247,Scaffold4247,NW_012228648.1,KN809672.1,GPS_009139970.1
Fundulus_heteroclitus-3.0.2,Scaffold4248,Scaffold4248,NW_012228649.1,KN809673.1,GPS_009139971.1
Fundulus_heteroclitus-3.0.2,Scaffold4249,Scaffold4249,NW_012228650.1,KN809674.1,GPS_009139972.1
Fundulus_heteroclitus-3.0.2,Scaffold4250,Scaffold4250,NW_012228651.1,KN809675.1,GPS_009139973.1
Fundulus_heteroclitus-3.0.2,Scaffold4251,Scaffold4251,NW_012228652.1,KN809676.1,GPS_009139974.1
Fundulus_heteroclitus-3.0.2,Scaffold4252,Scaffold4252,NW_012228653.1,KN809677.1,GPS_009139975.1
Fundulus_heteroclitus-3.0.2,Scaffold4253,Scaffold4253,NW_012228654.1,KN809678.1,GPS_009139976.1
Fundulus_heteroclitus-3.0.2,Scaffold4254,Scaffold4254,NW_012228655.1,KN809679.1,GPS_009139977.1
Fundulus_heteroclitus-3.0.2,Scaffold4255,Scaffold4255,NW_012228656.1,KN809680.1,GPS_009139978.1
Fundulus_heteroclitus-3.0.2,Scaffold4256,Scaffold4256,NW_012228657.1,KN809681.1,GPS_009139979.1
Fundulus_heteroclitus-3.0.2,Scaffold4257,Scaffold4257,NW_012228658.1,KN809682.1,GPS_009139980.1
Fundulus_heteroclitus-3.0.2,Scaffold4258,Scaffold4258,NW_012228659.1,KN809683.1,GPS_009139981.1
Fundulus_heteroclitus-3.0.2,Scaffold4259,Scaffold4259,NW_012228660.1,JXMV01059810.1,GPS_009139982.1
Fundulus_heteroclitus-3.0.2,Scaffold4260,Scaffold4260,NW_012228661.1,KN809684.1,GPS_009139983.1
Fundulus_heteroclitus-3.0.2,Scaffold4261,Scaffold4261,NW_012228662.1,KN809685.1,GPS_009139984.1
Fundulus_heteroclitus-3.0.2,Scaffold4262,Scaffold4262,NW_012228663.1,KN809686.1,GPS_009139985.1
Fundulus_heteroclitus-3.0.2,Scaffold4263,Scaffold4263,NW_012228664.1,KN809687.1,GPS_009139986.1
Fundulus_heteroclitus-3.0.2,Scaffold4264,Scaffold4264,NW_012228665.1,KN809688.1,GPS_009139987.1
Fundulus_heteroclitus-3.0.2,Scaffold4265,Scaffold4265,NW_012228666.1,JXMV01059821.1,GPS_009139988.1
Fundulus_heteroclitus-3.0.2,Scaffold4266,Scaffold4266,NW_012228667.1,KN809689.1,GPS_009139989.1
Fundulus_heteroclitus-3.0.2,Scaffold4267,Scaffold4267,NW_012228668.1,KN809690.1,GPS_009139990.1
Fundulus_heteroclitus-3.0.2,Scaffold4268,Scaffold4268,NW_012228669.1,KN809691.1,GPS_009139991.1
Fundulus_heteroclitus-3.0.2,Scaffold4269,Scaffold4269,NW_012228670.1,KN809692.1,GPS_009139992.1
Fundulus_heteroclitus-3.0.2,Scaffold4270,Scaffold4270,NW_012228671.1,KN809693.1,GPS_009139993.1
Fundulus_heteroclitus-3.0.2,Scaffold4271,Scaffold4271,NW_012228672.1,KN809694.1,GPS_009139994.1
Fundulus_heteroclitus-3.0.2,Scaffold4272,Scaffold4272,NW_012228673.1,KN809695.1,GPS_009139995.1
Fundulus_heteroclitus-3.0.2,Scaffold4273,Scaffold4273,NW_012228674.1,KN809696.1,GPS_009139996.1
Fundulus_heteroclitus-3.0.2,Scaffold4274,Scaffold4274,NW_012228675.1,KN809697.1,GPS_009139997.1
Fundulus_heteroclitus-3.0.2,Scaffold4275,Scaffold4275,NW_012228676.1,KN809698.1,GPS_009139998.1
Fundulus_heteroclitus-3.0.2,Scaffold4276,Scaffold4276,NW_012228677.1,JXMV01059847.1,GPS_009139999.1
Fundulus_heteroclitus-3.0.2,Scaffold4277,Scaffold4277,NW_012228678.1,KN809699.1,GPS_009140000.1
Fundulus_heteroclitus-3.0.2,Scaffold4278,Scaffold4278,NW_012228679.1,KN809700.1,GPS_009140001.1
Fundulus_heteroclitus-3.0.2,Scaffold4279,Scaffold4279,NW_012228680.1,KN809701.1,GPS_009140002.1
Fundulus_heteroclitus-3.0.2,Scaffold4280,Scaffold4280,NW_012228681.1,KN809702.1,GPS_009140003.1
Fundulus_heteroclitus-3.0.2,Scaffold4281,Scaffold4281,NW_012228682.1,KN809703.1,GPS_009140004.1
Fundulus_heteroclitus-3.0.2,Scaffold4282,Scaffold4282,NW_012228683.1,KN809704.1,GPS_009140005.1
Fundulus_heteroclitus-3.0.2,Scaffold4283,Scaffold4283,NW_012228684.1,KN809705.1,GPS_009140006.1
Fundulus_heteroclitus-3.0.2,Scaffold4284,Scaffold4284,NW_012228685.1,KN809706.1,GPS_009140007.1
Fundulus_heteroclitus-3.0.2,Scaffold4285,Scaffold4285,NW_012228686.1,KN809707.1,GPS_009140008.1
Fundulus_heteroclitus-3.0.2,Scaffold4286,Scaffold4286,NW_012228687.1,KN809708.1,GPS_009140009.1
Fundulus_heteroclitus-3.0.2,Scaffold4287,Scaffold4287,NW_012228688.1,KN809709.1,GPS_009140010.1
Fundulus_heteroclitus-3.0.2,Scaffold4288,Scaffold4288,NW_012228689.1,KN809710.1,GPS_009140011.1
Fundulus_heteroclitus-3.0.2,Scaffold4289,Scaffold4289,NW_012228690.1,JXMV01059883.1,GPS_009140012.1
Fundulus_heteroclitus-3.0.2,Scaffold4290,Scaffold4290,NW_012228691.1,KN809711.1,GPS_009140013.1
Fundulus_heteroclitus-3.0.2,Scaffold4291,Scaffold4291,NW_012228692.1,KN809712.1,GPS_009140014.1
Fundulus_heteroclitus-3.0.2,Scaffold4292,Scaffold4292,NW_012228693.1,KN809713.1,GPS_009140015.1
Fundulus_heteroclitus-3.0.2,Scaffold4293,Scaffold4293,NW_012228694.1,KN809714.1,GPS_009140016.1
Fundulus_heteroclitus-3.0.2,Scaffold4294,Scaffold4294,NW_012228695.1,KN809715.1,GPS_009140017.1
Fundulus_heteroclitus-3.0.2,Scaffold4295,Scaffold4295,NW_012228696.1,KN809716.1,GPS_009140018.1
Fundulus_heteroclitus-3.0.2,Scaffold4296,Scaffold4296,NW_012228697.1,KN809717.1,GPS_009140019.1
Fundulus_heteroclitus-3.0.2,Scaffold4297,Scaffold4297,NW_012228698.1,KN809718.1,GPS_009140020.1
Fundulus_heteroclitus-3.0.2,Scaffold4298,Scaffold4298,NW_012228699.1,KN809719.1,GPS_009140021.1
Fundulus_heteroclitus-3.0.2,Scaffold4299,Scaffold4299,NW_012228700.1,KN809720.1,GPS_009140022.1
Fundulus_heteroclitus-3.0.2,Scaffold4300,Scaffold4300,NW_012228701.1,JXMV01059912.1,GPS_009140023.1
Fundulus_heteroclitus-3.0.2,Scaffold4301,Scaffold4301,NW_012228702.1,JXMV01059913.1,GPS_009140024.1
Fundulus_heteroclitus-3.0.2,Scaffold4302,Scaffold4302,NW_012228703.1,JXMV01059914.1,GPS_009140025.1
Fundulus_heteroclitus-3.0.2,Scaffold4303,Scaffold4303,NW_012228704.1,KN809721.1,GPS_009140026.1
Fundulus_heteroclitus-3.0.2,Scaffold4304,Scaffold4304,NW_012228705.1,KN809722.1,GPS_009140027.1
Fundulus_heteroclitus-3.0.2,Scaffold4305,Scaffold4305,NW_012228706.1,KN809723.1,GPS_009140028.1
Fundulus_heteroclitus-3.0.2,Scaffold4306,Scaffold4306,NW_012228707.1,KN809724.1,GPS_009140029.1
Fundulus_heteroclitus-3.0.2,Scaffold4307,Scaffold4307,NW_012228708.1,KN809725.1,GPS_009140030.1
Fundulus_heteroclitus-3.0.2,Scaffold4308,Scaffold4308,NW_012228709.1,KN809726.1,GPS_009140031.1
Fundulus_heteroclitus-3.0.2,Scaffold4309,Scaffold4309,NW_012228710.1,KN809727.1,GPS_009140032.1
Fundulus_heteroclitus-3.0.2,Scaffold4310,Scaffold4310,NW_012228711.1,KN809728.1,GPS_009140033.1
Fundulus_heteroclitus-3.0.2,Scaffold4311,Scaffold4311,NW_012228712.1,KN809729.1,GPS_009140034.1
Fundulus_heteroclitus-3.0.2,Scaffold4312,Scaffold4312,NW_012228713.1,KN809730.1,GPS_009140035.1
Fundulus_heteroclitus-3.0.2,Scaffold4313,Scaffold4313,NW_012228714.1,KN809731.1,GPS_009140036.1
Fundulus_heteroclitus-3.0.2,Scaffold4314,Scaffold4314,NW_012228715.1,JXMV01059946.1,GPS_009140037.1
Fundulus_heteroclitus-3.0.2,Scaffold4315,Scaffold4315,NW_012228716.1,JXMV01059947.1,GPS_009140038.1
Fundulus_heteroclitus-3.0.2,Scaffold4316,Scaffold4316,NW_012228717.1,KN809732.1,GPS_009140039.1
Fundulus_heteroclitus-3.0.2,Scaffold4317,Scaffold4317,NW_012228718.1,KN809733.1,GPS_009140040.1
Fundulus_heteroclitus-3.0.2,Scaffold4318,Scaffold4318,NW_012228719.1,KN809734.1,GPS_009140041.1
Fundulus_heteroclitus-3.0.2,Scaffold4319,Scaffold4319,NW_012228720.1,KN809735.1,GPS_009140042.1
Fundulus_heteroclitus-3.0.2,Scaffold4320,Scaffold4320,NW_012228721.1,KN809736.1,GPS_009140043.1
Fundulus_heteroclitus-3.0.2,Scaffold4321,Scaffold4321,NW_012228722.1,KN809737.1,GPS_009140044.1
Fundulus_heteroclitus-3.0.2,Scaffold4322,Scaffold4322,NW_012228723.1,KN809738.1,GPS_009140045.1
Fundulus_heteroclitus-3.0.2,Scaffold4323,Scaffold4323,NW_012228724.1,KN809739.1,GPS_009140046.1
Fundulus_heteroclitus-3.0.2,Scaffold4324,Scaffold4324,NW_012228725.1,KN809740.1,GPS_009140047.1
Fundulus_heteroclitus-3.0.2,Scaffold4325,Scaffold4325,NW_012228726.1,KN809741.1,GPS_009140048.1
Fundulus_heteroclitus-3.0.2,Scaffold4326,Scaffold4326,NW_012228727.1,KN809742.1,GPS_009140049.1
Fundulus_heteroclitus-3.0.2,Scaffold4327,Scaffold4327,NW_012228728.1,KN809743.1,GPS_009140050.1
Fundulus_heteroclitus-3.0.2,Scaffold4328,Scaffold4328,NW_012228729.1,KN809744.1,GPS_009140051.1
Fundulus_heteroclitus-3.0.2,Scaffold4329,Scaffold4329,NW_012228730.1,KN809745.1,GPS_009140052.1
Fundulus_heteroclitus-3.0.2,Scaffold4330,Scaffold4330,NW_012228731.1,KN809746.1,GPS_009140053.1
Fundulus_heteroclitus-3.0.2,Scaffold4331,Scaffold4331,NW_012228732.1,JXMV01059991.1,GPS_009140054.1
Fundulus_heteroclitus-3.0.2,Scaffold4332,Scaffold4332,NW_012228733.1,KN809747.1,GPS_009140055.1
Fundulus_heteroclitus-3.0.2,Scaffold4333,Scaffold4333,NW_012228734.1,KN809748.1,GPS_009140056.1
Fundulus_heteroclitus-3.0.2,Scaffold4334,Scaffold4334,NW_012228735.1,KN809749.1,GPS_009140057.1
Fundulus_heteroclitus-3.0.2,Scaffold4335,Scaffold4335,NW_012228736.1,KN809750.1,GPS_009140058.1
Fundulus_heteroclitus-3.0.2,Scaffold4336,Scaffold4336,NW_012228737.1,KN809751.1,GPS_009140059.1
Fundulus_heteroclitus-3.0.2,Scaffold4337,Scaffold4337,NW_012228738.1,KN809752.1,GPS_009140060.1
Fundulus_heteroclitus-3.0.2,Scaffold4338,Scaffold4338,NW_012228739.1,KN809753.1,GPS_009140061.1
Fundulus_heteroclitus-3.0.2,Scaffold4339,Scaffold4339,NW_012228740.1,KN809754.1,GPS_009140062.1
Fundulus_heteroclitus-3.0.2,Scaffold4340,Scaffold4340,NW_012228741.1,KN809755.1,GPS_009140063.1
Fundulus_heteroclitus-3.0.2,Scaffold4341,Scaffold4341,NW_012228742.1,KN809756.1,GPS_009140064.1
Fundulus_heteroclitus-3.0.2,Scaffold4342,Scaffold4342,NW_012228743.1,KN809757.1,GPS_009140065.1
Fundulus_heteroclitus-3.0.2,Scaffold4343,Scaffold4343,NW_012228744.1,KN809758.1,GPS_009140066.1
Fundulus_heteroclitus-3.0.2,Scaffold4344,Scaffold4344,NW_012228745.1,KN809759.1,GPS_009140067.1
Fundulus_heteroclitus-3.0.2,Scaffold4345,Scaffold4345,NW_012228746.1,KN809760.1,GPS_009140068.1
Fundulus_heteroclitus-3.0.2,Scaffold4346,Scaffold4346,NW_012228747.1,KN809761.1,GPS_009140069.1
Fundulus_heteroclitus-3.0.2,Scaffold4347,Scaffold4347,NW_012228748.1,KN809762.1,GPS_009140070.1
Fundulus_heteroclitus-3.0.2,Scaffold4348,Scaffold4348,NW_012228749.1,KN809763.1,GPS_009140071.1
Fundulus_heteroclitus-3.0.2,Scaffold4349,Scaffold4349,NW_012228750.1,KN809764.1,GPS_009140072.1
Fundulus_heteroclitus-3.0.2,Scaffold4350,Scaffold4350,NW_012228751.1,KN809765.1,GPS_009140073.1
Fundulus_heteroclitus-3.0.2,Scaffold4351,Scaffold4351,NW_012228752.1,KN809766.1,GPS_009140074.1
Fundulus_heteroclitus-3.0.2,Scaffold4352,Scaffold4352,NW_012228753.1,JXMV01060044.1,GPS_009140075.1
Fundulus_heteroclitus-3.0.2,Scaffold4353,Scaffold4353,NW_012228754.1,KN809767.1,GPS_009140076.1
Fundulus_heteroclitus-3.0.2,Scaffold4354,Scaffold4354,NW_012228755.1,KN809768.1,GPS_009140077.1
Fundulus_heteroclitus-3.0.2,Scaffold4355,Scaffold4355,NW_012228756.1,KN809769.1,GPS_009140078.1
Fundulus_heteroclitus-3.0.2,Scaffold4356,Scaffold4356,NW_012228757.1,KN809770.1,GPS_009140079.1
Fundulus_heteroclitus-3.0.2,Scaffold4357,Scaffold4357,NW_012228758.1,KN809771.1,GPS_009140080.1
Fundulus_heteroclitus-3.0.2,Scaffold4358,Scaffold4358,NW_012228759.1,KN809772.1,GPS_009140081.1
Fundulus_heteroclitus-3.0.2,Scaffold4359,Scaffold4359,NW_012228760.1,KN809773.1,GPS_009140082.1
Fundulus_heteroclitus-3.0.2,Scaffold4360,Scaffold4360,NW_012228761.1,KN809774.1,GPS_009140083.1
Fundulus_heteroclitus-3.0.2,Scaffold4361,Scaffold4361,NW_012228762.1,JXMV01060067.1,GPS_009140084.1
Fundulus_heteroclitus-3.0.2,Scaffold4362,Scaffold4362,NW_012228763.1,KN809775.1,GPS_009140085.1
Fundulus_heteroclitus-3.0.2,Scaffold4363,Scaffold4363,NW_012228764.1,JXMV01060070.1,GPS_009140086.1
Fundulus_heteroclitus-3.0.2,Scaffold4364,Scaffold4364,NW_012228765.1,KN809776.1,GPS_009140087.1
Fundulus_heteroclitus-3.0.2,Scaffold4365,Scaffold4365,NW_012228766.1,KN809777.1,GPS_009140088.1
Fundulus_heteroclitus-3.0.2,Scaffold4366,Scaffold4366,NW_012228767.1,KN809778.1,GPS_009140089.1
Fundulus_heteroclitus-3.0.2,Scaffold4367,Scaffold4367,NW_012228768.1,KN809779.1,GPS_009140090.1
Fundulus_heteroclitus-3.0.2,Scaffold4368,Scaffold4368,NW_012228769.1,KN809780.1,GPS_009140091.1
Fundulus_heteroclitus-3.0.2,Scaffold4369,Scaffold4369,NW_012228770.1,KN809781.1,GPS_009140092.1
Fundulus_heteroclitus-3.0.2,Scaffold4370,Scaffold4370,NW_012228771.1,KN809782.1,GPS_009140093.1
Fundulus_heteroclitus-3.0.2,Scaffold4371,Scaffold4371,NW_012228772.1,JXMV01060092.1,GPS_009140094.1
Fundulus_heteroclitus-3.0.2,Scaffold4372,Scaffold4372,NW_012228773.1,KN809783.1,GPS_009140095.1
Fundulus_heteroclitus-3.0.2,Scaffold4373,Scaffold4373,NW_012228774.1,KN809784.1,GPS_009140096.1
Fundulus_heteroclitus-3.0.2,Scaffold4374,Scaffold4374,NW_012228775.1,KN809785.1,GPS_009140097.1
Fundulus_heteroclitus-3.0.2,Scaffold4375,Scaffold4375,NW_012228776.1,KN809786.1,GPS_009140098.1
Fundulus_heteroclitus-3.0.2,Scaffold4376,Scaffold4376,NW_012228777.1,KN809787.1,GPS_009140099.1
Fundulus_heteroclitus-3.0.2,Scaffold4377,Scaffold4377,NW_012228778.1,KN809788.1,GPS_009140100.1
Fundulus_heteroclitus-3.0.2,Scaffold4378,Scaffold4378,NW_012228779.1,KN809789.1,GPS_009140101.1
Fundulus_heteroclitus-3.0.2,Scaffold4379,Scaffold4379,NW_012228780.1,KN809790.1,GPS_009140102.1
Fundulus_heteroclitus-3.0.2,Scaffold4380,Scaffold4380,NW_012228781.1,KN809791.1,GPS_009140103.1
Fundulus_heteroclitus-3.0.2,Scaffold4381,Scaffold4381,NW_012228782.1,KN809792.1,GPS_009140104.1
Fundulus_heteroclitus-3.0.2,Scaffold4382,Scaffold4382,NW_012228783.1,KN809793.1,GPS_009140105.1
Fundulus_heteroclitus-3.0.2,Scaffold4383,Scaffold4383,NW_012228784.1,KN809794.1,GPS_009140106.1
Fundulus_heteroclitus-3.0.2,Scaffold4384,Scaffold4384,NW_012228785.1,KN809795.1,GPS_009140107.1
Fundulus_heteroclitus-3.0.2,Scaffold4385,Scaffold4385,NW_012228786.1,KN809796.1,GPS_009140108.1
Fundulus_heteroclitus-3.0.2,Scaffold4386,Scaffold4386,NW_012228787.1,KN809797.1,GPS_009140109.1
Fundulus_heteroclitus-3.0.2,Scaffold4387,Scaffold4387,NW_012228788.1,KN809798.1,GPS_009140110.1
Fundulus_heteroclitus-3.0.2,Scaffold4388,Scaffold4388,NW_012228789.1,KN809799.1,GPS_009140111.1
Fundulus_heteroclitus-3.0.2,Scaffold4389,Scaffold4389,NW_012228790.1,KN809800.1,GPS_009140112.1
Fundulus_heteroclitus-3.0.2,Scaffold4390,Scaffold4390,NW_012228791.1,KN809801.1,GPS_009140113.1
Fundulus_heteroclitus-3.0.2,Scaffold4391,Scaffold4391,NW_012228792.1,KN809802.1,GPS_009140114.1
Fundulus_heteroclitus-3.0.2,Scaffold4392,Scaffold4392,NW_012228793.1,KN809803.1,GPS_009140115.1
Fundulus_heteroclitus-3.0.2,Scaffold4393,Scaffold4393,NW_012228794.1,KN809804.1,GPS_009140116.1
Fundulus_heteroclitus-3.0.2,Scaffold4394,Scaffold4394,NW_012228795.1,KN809805.1,GPS_009140117.1
Fundulus_heteroclitus-3.0.2,Scaffold4395,Scaffold4395,NW_012228796.1,KN809806.1,GPS_009140118.1
Fundulus_heteroclitus-3.0.2,Scaffold4396,Scaffold4396,NW_012228797.1,KN809807.1,GPS_009140119.1
Fundulus_heteroclitus-3.0.2,Scaffold4397,Scaffold4397,NW_012228798.1,KN809808.1,GPS_009140120.1
Fundulus_heteroclitus-3.0.2,Scaffold4398,Scaffold4398,NW_012228799.1,KN809809.1,GPS_009140121.1
Fundulus_heteroclitus-3.0.2,Scaffold4399,Scaffold4399,NW_012228800.1,KN809810.1,GPS_009140122.1
Fundulus_heteroclitus-3.0.2,Scaffold4400,Scaffold4400,NW_012228801.1,KN809811.1,GPS_009140123.1
Fundulus_heteroclitus-3.0.2,Scaffold4401,Scaffold4401,NW_012228802.1,KN809812.1,GPS_009140124.1
Fundulus_heteroclitus-3.0.2,Scaffold4402,Scaffold4402,NW_012228803.1,KN809813.1,GPS_009140125.1
Fundulus_heteroclitus-3.0.2,Scaffold4403,Scaffold4403,NW_012228804.1,KN809814.1,GPS_009140126.1
Fundulus_heteroclitus-3.0.2,Scaffold4404,Scaffold4404,NW_012228805.1,KN809815.1,GPS_009140127.1
Fundulus_heteroclitus-3.0.2,Scaffold4405,Scaffold4405,NW_012228806.1,KN809816.1,GPS_009140128.1
Fundulus_heteroclitus-3.0.2,Scaffold4406,Scaffold4406,NW_012228807.1,JXMV01060184.1,GPS_009140129.1
Fundulus_heteroclitus-3.0.2,Scaffold4407,Scaffold4407,NW_012228808.1,KN809817.1,GPS_009140130.1
Fundulus_heteroclitus-3.0.2,Scaffold4408,Scaffold4408,NW_012228809.1,KN809818.1,GPS_009140131.1
Fundulus_heteroclitus-3.0.2,Scaffold4409,Scaffold4409,NW_012228810.1,KN809819.1,GPS_009140132.1
Fundulus_heteroclitus-3.0.2,Scaffold4410,Scaffold4410,NW_012228811.1,JXMV01060193.1,GPS_009140133.1
Fundulus_heteroclitus-3.0.2,Scaffold4411,Scaffold4411,NW_012228812.1,KN809820.1,GPS_009140134.1
Fundulus_heteroclitus-3.0.2,Scaffold4412,Scaffold4412,NW_012228813.1,KN809821.1,GPS_009140135.1
Fundulus_heteroclitus-3.0.2,Scaffold4413,Scaffold4413,NW_012228814.1,JXMV01060199.1,GPS_009140136.1
Fundulus_heteroclitus-3.0.2,Scaffold4414,Scaffold4414,NW_012228815.1,KN809822.1,GPS_009140137.1
Fundulus_heteroclitus-3.0.2,Scaffold4415,Scaffold4415,NW_012228816.1,KN809823.1,GPS_009140138.1
Fundulus_heteroclitus-3.0.2,Scaffold4416,Scaffold4416,NW_012228817.1,KN809824.1,GPS_009140139.1
Fundulus_heteroclitus-3.0.2,Scaffold4417,Scaffold4417,NW_012228818.1,KN809825.1,GPS_009140140.1
Fundulus_heteroclitus-3.0.2,Scaffold4418,Scaffold4418,NW_012228819.1,KN809826.1,GPS_009140141.1
Fundulus_heteroclitus-3.0.2,Scaffold4419,Scaffold4419,NW_012228820.1,JXMV01060212.1,GPS_009140142.1
Fundulus_heteroclitus-3.0.2,Scaffold4420,Scaffold4420,NW_012228821.1,KN809827.1,GPS_009140143.1
Fundulus_heteroclitus-3.0.2,Scaffold4421,Scaffold4421,NW_012228822.1,KN809828.1,GPS_009140144.1
Fundulus_heteroclitus-3.0.2,Scaffold4422,Scaffold4422,NW_012228823.1,KN809829.1,GPS_009140145.1
Fundulus_heteroclitus-3.0.2,Scaffold4423,Scaffold4423,NW_012228824.1,KN809830.1,GPS_009140146.1
Fundulus_heteroclitus-3.0.2,Scaffold4424,Scaffold4424,NW_012228825.1,KN809831.1,GPS_009140147.1
Fundulus_heteroclitus-3.0.2,Scaffold4425,Scaffold4425,NW_012228826.1,KN809832.1,GPS_009140148.1
Fundulus_heteroclitus-3.0.2,Scaffold4426,Scaffold4426,NW_012228827.1,KN809833.1,GPS_009140149.1
Fundulus_heteroclitus-3.0.2,Scaffold4427,Scaffold4427,NW_012228828.1,KN809834.1,GPS_009140150.1
Fundulus_heteroclitus-3.0.2,Scaffold4428,Scaffold4428,NW_012228829.1,KN809835.1,GPS_009140151.1
Fundulus_heteroclitus-3.0.2,Scaffold4429,Scaffold4429,NW_012228830.1,JXMV01060237.1,GPS_009140152.1
Fundulus_heteroclitus-3.0.2,Scaffold4430,Scaffold4430,NW_012228831.1,KN809836.1,GPS_009140153.1
Fundulus_heteroclitus-3.0.2,Scaffold4431,Scaffold4431,NW_012228832.1,KN809837.1,GPS_009140154.1
Fundulus_heteroclitus-3.0.2,Scaffold4432,Scaffold4432,NW_012228833.1,KN809838.1,GPS_009140155.1
Fundulus_heteroclitus-3.0.2,Scaffold4433,Scaffold4433,NW_012228834.1,KN809839.1,GPS_009140156.1
Fundulus_heteroclitus-3.0.2,Scaffold4434,Scaffold4434,NW_012228835.1,KN809840.1,GPS_009140157.1
Fundulus_heteroclitus-3.0.2,Scaffold4435,Scaffold4435,NW_012228836.1,KN809841.1,GPS_009140158.1
Fundulus_heteroclitus-3.0.2,Scaffold4436,Scaffold4436,NW_012228837.1,JXMV01060254.1,GPS_009140159.1
Fundulus_heteroclitus-3.0.2,Scaffold4437,Scaffold4437,NW_012228838.1,KN809842.1,GPS_009140160.1
Fundulus_heteroclitus-3.0.2,Scaffold4438,Scaffold4438,NW_012228839.1,KN809843.1,GPS_009140161.1
Fundulus_heteroclitus-3.0.2,Scaffold4439,Scaffold4439,NW_012228840.1,KN809844.1,GPS_009140162.1
Fundulus_heteroclitus-3.0.2,Scaffold4440,Scaffold4440,NW_012228841.1,KN809845.1,GPS_009140163.1
Fundulus_heteroclitus-3.0.2,Scaffold4441,Scaffold4441,NW_012228842.1,KN809846.1,GPS_009140164.1
Fundulus_heteroclitus-3.0.2,Scaffold4442,Scaffold4442,NW_012228843.1,KN809847.1,GPS_009140165.1
Fundulus_heteroclitus-3.0.2,Scaffold4443,Scaffold4443,NW_012228844.1,KN809848.1,GPS_009140166.1
Fundulus_heteroclitus-3.0.2,Scaffold4444,Scaffold4444,NW_012228845.1,KN809849.1,GPS_009140167.1
Fundulus_heteroclitus-3.0.2,Scaffold4445,Scaffold4445,NW_012228846.1,KN809850.1,GPS_009140168.1
Fundulus_heteroclitus-3.0.2,Scaffold4446,Scaffold4446,NW_012228847.1,KN809851.1,GPS_009140169.1
Fundulus_heteroclitus-3.0.2,Scaffold4447,Scaffold4447,NW_012228848.1,KN809852.1,GPS_009140170.1
Fundulus_heteroclitus-3.0.2,Scaffold4448,Scaffold4448,NW_012228849.1,KN809853.1,GPS_009140171.1
Fundulus_heteroclitus-3.0.2,Scaffold4449,Scaffold4449,NW_012228850.1,KN809854.1,GPS_009140172.1
Fundulus_heteroclitus-3.0.2,Scaffold4450,Scaffold4450,NW_012228851.1,KN809855.1,GPS_009140173.1
Fundulus_heteroclitus-3.0.2,Scaffold4451,Scaffold4451,NW_012228852.1,KN809856.1,GPS_009140174.1
Fundulus_heteroclitus-3.0.2,Scaffold4452,Scaffold4452,NW_012228853.1,KN809857.1,GPS_009140175.1
Fundulus_heteroclitus-3.0.2,Scaffold4453,Scaffold4453,NW_012228854.1,KN809858.1,GPS_009140176.1
Fundulus_heteroclitus-3.0.2,Scaffold4454,Scaffold4454,NW_012228855.1,KN809859.1,GPS_009140177.1
Fundulus_heteroclitus-3.0.2,Scaffold4455,Scaffold4455,NW_012228856.1,KN809860.1,GPS_009140178.1
Fundulus_heteroclitus-3.0.2,Scaffold4456,Scaffold4456,NW_012228857.1,KN809861.1,GPS_009140179.1
Fundulus_heteroclitus-3.0.2,Scaffold4457,Scaffold4457,NW_012228858.1,KN809862.1,GPS_009140180.1
Fundulus_heteroclitus-3.0.2,Scaffold4458,Scaffold4458,NW_012228859.1,KN809863.1,GPS_009140181.1
Fundulus_heteroclitus-3.0.2,Scaffold4459,Scaffold4459,NW_012228860.1,KN809864.1,GPS_009140182.1
Fundulus_heteroclitus-3.0.2,Scaffold4460,Scaffold4460,NW_012228861.1,KN809865.1,GPS_009140183.1
Fundulus_heteroclitus-3.0.2,Scaffold4461,Scaffold4461,NW_012228862.1,KN809866.1,GPS_009140184.1
Fundulus_heteroclitus-3.0.2,Scaffold4462,Scaffold4462,NW_012228863.1,KN809867.1,GPS_009140185.1
Fundulus_heteroclitus-3.0.2,Scaffold4463,Scaffold4463,NW_012228864.1,KN809868.1,GPS_009140186.1
Fundulus_heteroclitus-3.0.2,Scaffold4464,Scaffold4464,NW_012228865.1,KN809869.1,GPS_009140187.1
